Date,Open,High,Low,Close,Volume,retornos_diarios,SMA_50,SMA_200,Volatilidad_30d
2020-10-28 00:00:00-04:00,309.6037571211918,315.3371542354046,304.038160090243,304.5322570800781,127094300,,,,
2020-10-29 00:00:00-04:00,304.76536357333373,310.8157267045001,303.06864218928894,307.6274108886719,90597700,0.010163632050905758,,,
2020-10-30 00:00:00-04:00,306.04262667455134,307.3571180416078,300.74739125219173,304.4205017089844,120287300,-0.010424653545740292,,,
2020-11-02 00:00:00-05:00,307.8324890136719,309.8461470533537,305.07297690678973,307.8324890136719,86068300,0.011208139023268782,,,
2020-11-03 00:00:00-05:00,311.0861519980655,315.3372595627058,307.91647052623307,313.26763916015625,93294200,0.01765619400310592,,,
2020-11-04 00:00:00-05:00,317.77047031757445,324.3708941196692,316.5865090915114,320.2689514160156,126959700,0.022349299387033117,,,
2020-11-05 00:00:00-05:00,325.58269298423437,328.33287322005737,325.2284293931427,326.51495361328125,82039700,0.019502365651275166,,,
2020-11-06 00:00:00-05:00,326.2259384764648,327.6989261275139,324.1003854885263,326.44036865234375,74973000,-0.0002284273970062367,,,
2020-11-09 00:00:00-05:00,339.31490385462536,339.697134128335,330.0761975641896,330.5423278808594,172304200,0.012565722938771007,,,
2020-11-10 00:00:00-05:00,329.5448262139794,331.12034907527783,326.7667075321911,330.0575866699219,85552000,-0.0014665026837719086,,,
2020-11-11 00:00:00-05:00,332.2577318337856,333.3391577380837,331.0085058194259,332.50946044921875,58649000,0.007428624210807477,,,
2020-11-12 00:00:00-05:00,331.4933283596873,332.55611947409255,327.46598277178,329.28387451171875,67546200,-0.009700734328407568,,,
2020-11-13 00:00:00-05:00,331.20421584497933,334.58832640287704,330.6821521807107,333.842529296875,62892200,0.013844148280616864,,,
2020-11-16 00:00:00-05:00,336.5274745400829,338.2055324040506,335.23161852319635,338.009765625,74541100,0.01248264065366933,,,
2020-11-17 00:00:00-05:00,335.5858392966818,337.40375879251815,334.0662500120154,336.1918029785156,66111000,-0.005378432315773063,,,
2020-11-18 00:00:00-05:00,336.4622460448913,337.0122764984411,332.1085756256408,332.1458740234375,70591300,-0.012034585374280149,,,
2020-11-19 00:00:00-05:00,331.51195921000055,333.9171796504589,330.1601696166916,333.5442810058594,59940900,0.0042102193397206555,,,
2020-11-20 00:00:00-05:00,333.2831804706044,333.48827895044593,331.1855940200901,331.2601623535156,70417300,-0.006848022233976292,,,
2020-11-23 00:00:00-05:00,333.07814104439876,334.5138306578325,330.83138907835473,333.2459411621094,63230600,0.005994620042703902,,,
2020-11-24 00:00:00-05:00,335.8096997215149,339.16584474051825,334.9520356029808,338.6158142089844,62415900,0.016113843812017414,,,
2020-11-25 00:00:00-05:00,338.53188321502046,338.559849902193,336.99365851984436,338.0937194824219,45330900,-0.001541849803388895,,,
2020-11-27 00:00:00-05:00,339.19377724692663,339.5107425153413,338.01911949606887,339.0353088378906,28514100,0.002784995109965882,,,
2020-11-30 00:00:00-05:00,338.2520710790807,338.5224345952751,334.84002262099403,337.53424072265625,83872700,-0.004427468396668077,,,
2020-12-01 00:00:00-05:00,340.80654346555957,342.77359984333077,340.2098829744601,341.2260437011719,74231400,0.010937565832170204,,,
2020-12-02 00:00:00-05:00,340.1073539820607,342.10237707755493,339.52935690252815,341.94390869140625,45927000,0.002103781359851453,,,
2020-12-03 00:00:00-05:00,341.84137629589475,343.24909917909525,340.7413154025675,341.8507080078125,62882000,-0.00027256132138875344,,,
2020-12-04 00:00:00-05:00,342.43807300794776,344.79669189453125,342.3448412299502,344.79669189453125,50749900,0.008617749847256162,,,
2020-12-07 00:00:00-05:00,344.02283916984663,344.58220128950416,342.8109116192047,344.0881042480469,48944300,-0.0020550882973701112,,,
2020-12-08 00:00:00-05:00,342.81101145637956,345.66372780205904,342.76440978714425,345.0950622558594,42458900,0.0029264539964641845,,,
2020-12-09 00:00:00-05:00,345.756856938236,345.91532532686597,341.1608184625429,341.9998474121094,74098300,-0.008969165839455395,,,
